record_type,holding_month,signal_month,thesis_name,thesis_label,role,candidate_id,candidate_label,params_label,anchor_trade_date,next_execution_date,position,security_id,ticker_local,eodhd_symbol,company_name,country_code,exchange_group,currency,signal_score,asof_trade_date,anchor_close_sek,median_daily_value_60d_sek,market_cap_sek,order_notional_sek,target_weight,adv_participation_ratio,data_status,one_way_cost_bps,action,gross_return,trade_cost,net_return
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,6,PAAL-B.CO,PAAL-B,PAAL-B.CO,Per Aarsleff Holding A/S,DK,Nasdaq Copenhagen,DKK,0.7664723547076484,2026-03-31T00:00:00,1088.00462,27042760.88436,,16666.666666666668,0.06666666666666667,0.0006163078813563642,fresh,65.25,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,7,JYSK.CO,JYSK,JYSK.CO,Jyske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.7040207258575444,2026-03-31T00:00:00,1287.8870299999999,130042733.58928001,,16666.666666666668,0.06666666666666667,0.00012816299847483807,fresh,52.75000000000001,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,8,NKT.CO,NKT,NKT.CO,NKT A/S,DK,Nasdaq Copenhagen,DKK,0.6724489795918351,2026-03-31T00:00:00,1217.59871,167181386.57664,,16666.666666666668,0.06666666666666667,9.969211888924168e-05,fresh,52.75000000000001,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,9,VWS.CO,VWS,VWS.CO,Vestas Wind Systems A/S,DK,Nasdaq Copenhagen,DKK,0.6127025099380874,2026-03-31T00:00:00,278.444251,635551244.5318775,,16666.666666666668,0.06666666666666667,2.62239541029342e-05,fresh,52.75000000000001,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,10,TRMD-A.CO,TRMD-A,TRMD-A.CO,TORM plc,DK,Nasdaq Copenhagen,DKK,0.5975403364855076,2026-03-31T00:00:00,268.926041,48671189.9645175,,16666.666666666668,0.06666666666666667,0.0003424339260827007,fresh,65.25,enter,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,11,DNORD.CO,DNORD,DNORD.CO,Dampskibsselskabet Norden AS,DK,Nasdaq Copenhagen,DKK,0.5753414245486339,2026-03-31T00:00:00,430.223092,28782859.738934,,16666.666666666668,0.06666666666666667,0.0005790483231282957,fresh,65.25,enter,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,12,CLAS-B.ST,CLAS-B,CLAS-B.ST,Clas Ohlson AB (publ),SE,Nasdaq Stockholm,SEK,0.5726699819951557,2026-03-31T00:00:00,372.2,36015828.2,,16666.666666666668,0.06666666666666667,0.00046275950046503907,fresh,40.25,enter,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,13,TEL2-B.ST,TEL2-B,TEL2-B.ST,Tele2 AB (publ),SE,Nasdaq Stockholm,SEK,0.5614077406716567,2026-03-31T00:00:00,194.6,276627163.29999995,,16666.666666666668,0.06666666666666667,6.024956648451693e-05,fresh,27.749999999999996,enter,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,14,FLS.CO,FLS,FLS.CO,FLSmidth & Co.,DK,Nasdaq Copenhagen,DKK,0.5294610989679878,2026-03-31T00:00:00,707.569088,91146053.224565,,16666.666666666668,0.06666666666666667,0.00018285670171152066,fresh,52.75000000000001,enter,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,15,ABB.ST,ABB,ABB.ST,ABB Ltd,SE,Nasdaq Stockholm,SEK,0.49778455107536734,2026-03-31T00:00:00,751.8,390337231.0,,16666.666666666668,0.06666666666666667,4.2698121888010905e-05,fresh,27.749999999999996,enter,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,1,LUMI.ST,LUMI,LUMI.ST,Lundin Mining Corporation,SE,Nasdaq Stockholm,SEK,1.7866979520291828,2026-04-30T00:00:00,235.3,163510996.0,,16666.666666666668,0.06666666666666667,0.00010192994400613074,fresh,27.749999999999996,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,2,LUG.ST,LUG,LUG.ST,Lundin Gold Inc,SE,Nasdaq Stockholm,SEK,1.4364705148591526,2026-04-30T00:00:00,632.6,135668513.5,,16666.666666666668,0.06666666666666667,0.0001228484505114495,fresh,27.749999999999996,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,3,VWS.CO,VWS,VWS.CO,Vestas Wind Systems A/S,DK,Nasdaq Copenhagen,DKK,1.01655978179959,2026-04-30T00:00:00,283.533435,637127290.2725642,,16666.666666666668,0.06666666666666667,2.6159084567758254e-05,fresh,52.75000000000001,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,4,TRMD-A.CO,TRMD-A,TRMD-A.CO,TORM plc,DK,Nasdaq Copenhagen,DKK,0.7889274966368929,2026-04-30T00:00:00,296.68218,55408038.594514,,16666.666666666668,0.06666666666666667,0.00030079871241493197,fresh,52.75000000000001,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,5,NKT.CO,NKT,NKT.CO,NKT A/S,DK,Nasdaq Copenhagen,DKK,0.7782292557741655,2026-04-30T00:00:00,1363.54665,183186673.59925002,,16666.666666666668,0.06666666666666667,9.098187296706775e-05,fresh,52.75000000000001,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,6,SAND.ST,SAND,SAND.ST,Sandvik AB,SE,Nasdaq Stockholm,SEK,0.7707056401452947,2026-04-30T00:00:00,383.1,823654518.75,,16666.666666666668,0.06666666666666667,2.023502122219938e-05,fresh,27.749999999999996,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,7,DNORD.CO,DNORD,DNORD.CO,Dampskibsselskabet Norden AS,DK,Nasdaq Copenhagen,DKK,0.7691719045671745,2026-04-30T00:00:00,436.45116,28240789.313462,,16666.666666666668,0.06666666666666667,0.0005901629193742787,fresh,65.25,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,8,IPCO.ST,IPCO,IPCO.ST,International Petroleum Corporation,SE,Nasdaq Stockholm,SEK,0.7390719569603224,2026-04-30T00:00:00,258.2,76865412.15,,16666.666666666668,0.06666666666666667,0.00021682921096087126,fresh,27.749999999999996,enter,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,9,BIOA-B.ST,BIOA-B,BIOA-B.ST,BioArctic AB (publ),SE,Nasdaq Stockholm,SEK,0.7344173441734381,2026-04-30T00:00:00,323.8,47354121.9,,16666.666666666668,0.06666666666666667,0.0003519580977947913,fresh,40.25,enter,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,10,MTRS.ST,MTRS,MTRS.ST,Munters Group AB,SE,Nasdaq Stockholm,SEK,0.6476577071364624,2026-04-30T00:00:00,200.1,77584418.94999999,,16666.666666666668,0.06666666666666667,0.00021481976525992492,fresh,27.749999999999996,enter,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,11,JYSK.CO,JYSK,JYSK.CO,Jyske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.6418986202322972,2026-04-30T00:00:00,1287.2694000000001,117756212.67906749,,16666.666666666668,0.06666666666666667,0.0001415353490697766,fresh,52.75000000000001,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,12,CLAS-B.ST,CLAS-B,CLAS-B.ST,Clas Ohlson AB (publ),SE,Nasdaq Stockholm,SEK,0.6317870939699581,2026-04-30T00:00:00,398.4,27653258.4,,16666.666666666668,0.06666666666666667,0.0006027017295967795,fresh,40.25,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,13,SAAB-B.ST,SAAB-B,SAAB-B.ST,Saab AB (publ),SE,Nasdaq Stockholm,SEK,0.5750158247035024,2026-04-30T00:00:00,560.0,1031315357.9,,16666.666666666668,0.06666666666666667,1.6160591946001765e-05,fresh,27.749999999999996,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,14,PAAL-B.CO,PAAL-B,PAAL-B.CO,Per Aarsleff Holding A/S,DK,Nasdaq Copenhagen,DKK,0.5431158617634029,2026-04-30T00:00:00,1076.5989,24833212.19745,,16666.666666666668,0.06666666666666667,0.0006711442134086095,fresh,65.25,hold,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
history,2026-05,2026-04,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-04-30T00:00:00,2026-05-04T00:00:00,15,SWED-A.ST,SWED-A,SWED-A.ST,Swedbank AB (publ),SE,Nasdaq Stockholm,SEK,0.5362857121440734,2026-04-30T00:00:00,323.7,841934485.65,,16666.666666666668,0.06666666666666667,1.9795681196975173e-05,fresh,27.749999999999996,enter,0.0035619780691062233,0.0017300000000000002,0.001831978069106223
